Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,transaction_timestamp,transaction_id,account_id,merchant_category,transaction_type,region,account_age_days,hour_of_day,weekend_flag,previous_txn_count,avg_spend_rolling,merchant_txn_count,time_delta_seconds,txn_velocity_score,region_risk_score,amount_zscore,amount_to_avg_ratio,risk_aggregation_score,is_fraud
79571,40.69275863931963,0,0.9243577571874341,2.2816328772760617,-0.3065656212870578,-0.14139550214380217,-0.7383765808771081,-2.3721955280635143,0.2912052011314934,-0.3971943099170739,-0.7261444026863596,0.30310188495033036,0.8663662349850397,-0.44131449389568267,0.6421529522992627,-0.5684420837177473,0.9272505073458861,-0.22767762918582773,-0.10498470630588037,1.813736070314719,-0.7679554337401511,1.8313003205774008,2.397376589597702,-0.6933042272004243,1.133602358005998,0.25654822185416504,-1.9542713867545856,-1.3620621765844554,1.008793539242132,-0.4563924298255985,2024-01-01 22:06:11,txn_0000211,acct_0001,health,chip,latam,866,22,True,0,102.59130079770935,0,0.0,120.0,0.0816,-0.7888,0.3966492121935178,4.541692145487083,0
69387,82.95029054665264,0,0.8659686384171532,0.41747195874201454,0.028022187025876687,0.12862159249126584,1.259114849334736,-0.08670470084212364,1.6573761202324966,-0.8897903262971976,0.5913207288524843,-1.6280422139512112,-0.30030825823631324,-0.09841740865778026,0.6905573182742532,0.031565667289914785,0.23915868457723857,-0.7685457897914107,1.1345324486972188,-0.6934133311673524,0.9038256886095176,0.949679902816359,-0.09096489479132862,0.07379698176937273,-1.2637503194065218,0.23077279495527736,2.0387736888178853,1.5098862545771035,1.923330679206459,0.017806621486644806,2024-01-01 19:16:27,txn_0000182,acct_0002,health,online,latam,32,19,False,0,102.59130079770935,0,0.0,120.0,0.0816,-0.4084,0.8085509190512646,4.727047913573069,0
25135,128.567057948914,0,1.4274852836845047,2.809210861229503,0.37604436962261134,0.7715332597619193,0.996554884498404,1.8861891585560817,1.4359940177677142,0.33154169513369264,2.3310246715580702,0.7412817669850216,0.4449420625446217,0.9832399694454041,0.818070093274486,0.7989129275910215,0.49493130452329864,1.1756854032310164,1.1508397491520586,-1.128146737092067,0.7342234990261364,-0.143572646638164,-0.5197719507535998,-0.3338848259935533,-0.16981703609507345,1.5303978014539088,-0.8984404667540822,-1.3838464938455861,-0.3143174292336339,0.0032857844490918387,2024-01-01 06:58:55,txn_0000080,acct_0012,grocery,online,latam,688,6,False,0,102.59130079770935,0,0.0,120.0,0.0816,0.0022,1.2531964888760299,4.927138419994213,0
40568,4.842288172091663,0,0.06300236833469973,-0.24043719707034283,0.3526272039171724,-0.7295771941356465,-0.2615619010664018,0.05593935013240072,-2.085028296679878,-0.5162975968615086,0.3571286762713211,-0.37719287478907115,0.7577767609361872,-0.6903295791777758,0.8868263287992036,-0.8828655145476005,0.5702009039120914,1.0188112432067427,-0.3039346765201432,-0.20435943653628302,-0.010016895116299348,-1.3360617550554057,-0.13619970878397838,0.1860828936902982,0.057127613453560856,-0.4201200583601715,0.5526011803546168,0.19733013094602156,-0.8069654280226208,0.9425551415102287,2024-01-01 11:16:08,txn_0000116,acct_0014,travel,cash_withdrawal,middle_east,30,11,False,0,102.59130079770935,0,0.0,120.0,0.1795,-1.1114,0.047199793105652685,4.5802399068975435,0
43591,24.751747108131205,0,0.22555983951018072,0.450317278043813,-0.377806532758272,-0.05493486620291775,0.4072638937354685,0.4194648928532483,0.35895644065147114,-0.25961403134577454,1.259705852880406,1.7436218672915653,-0.44412145436551537,0.2532045102953498,0.21569871388595227,-2.7456138649773782,0.25234583134144734,-0.0057675461827832435,-0.5314569023067949,0.2865935472939267,1.0837307806073746,0.5527285008997627,-1.706096940217759,0.607292224986444,-0.5637251508977961,0.2541906765576573,0.011123302881161038,-0.7328693832285884,0.6969186624529615,1.0095421538694018,2024-01-01 12:06:31,txn_0000123,acct_0019,restaurants,cash_withdrawal,middle_east,153,12,False,0,102.59130079770935,0,0.0,120.0,0.1795,-0.9322,0.24126555483429313,4.667569499675432,0
14301,462.5955887604386,1,0.379280034365163,0.10192588737265744,0.7958386552197739,1.2416116667872208,0.25185441529500513,0.9425936208997923,-0.035824746665955476,0.17964668078005355,-0.7362731165383355,2.7737899869832376,-0.4482897736442336,1.994918213530203,1.5470894861316096,1.683589146213754,-0.08289702348155359,-0.323922473928551,2.3463733197258647,-1.1012568208112323,-0.5030025127187545,-0.4510012294467944,0.6115793650208063,2.018265543792186,0.04276756530795937,0.4755023331518825,0.47912421796308585,-0.4509568265201174,1.4716733006708778,1.1399719860629245,2024-01-01 03:58:21,txn_0000046,acct_0023,fuel,chip,north_america,344,3,True,0,102.59130079770935,0,0.0,120.0,0.1818,3.0086,4.5091112517677265,6.592700063295477,1
26812,149.35012476235576,0,1.753691026701081,0.4325944517261522,-0.022247794849210738,-0.8165751074555749,1.9164448767354103,1.1049404889577255,-0.21379686184995605,-0.5335195256828793,1.9661274713755903,0.2595417655715384,0.9351087610227838,0.5169904721611418,-0.037160784933883036,-0.6232291834461349,1.616281753563726,-1.3234254267632044,0.6918640223370642,0.9443223521182641,-0.2586929792418571,0.6417106490138536,0.7428273399555535,-0.13511303090662863,1.4639264045143334,-0.8078223853114933,-0.1461229114154082,0.7564867149216389,-0.37380261881297533,-0.007316132694947453,2024-01-01 07:26:52,txn_0000085,acct_0027,electronics,online,north_america,403,7,False,0,102.59130079770935,0,0.0,120.0,0.1818,0.1892,1.4557776692669682,5.2186999511701355,0
54849,1.0,0,-1.0762452003187681,1.030195403152731,-0.9158234772964378,1.0778433557451819,0.21138647504826755,0.7494570154065637,0.6241842724695326,2.4939270057279894,-0.8453204649775686,-0.4439016364187562,-0.49286894782440155,0.19639460501018827,0.60552520522431,-1.7485180294835236,-0.3117479089045521,0.9245753565951862,-0.796957653281206,-0.23013619311163766,-0.26231452558099516,-0.9109072141999566,2.3278053364265916,0.43491967951994637,-0.09065817573717544,-0.3030561853656883,-0.059500528286736874,-0.8245546421329034,-1.4267034449994767,-2.2437083318816793,2024-01-01 15:14:09,txn_0000152,acct_0047,health,online,latam,274,15,False,0,102.59130079770935,0,0.0,120.0,0.0816,-1.146,0.009747415153374562,4.367586336819018,0
51359,77.42937330710296,0,-1.5356420699261193,0.0037962516214591325,1.4736113922530956,-0.7601900886189056,1.5434928560145533,0.8439368915533556,1.3723423428665182,0.843174310022669,-0.3157894861550056,0.15154079576526616,-1.8857616105711281,0.005186448659020086,-0.5002148587562626,-0.04775461848854061,0.6015500023439195,0.8992310718111097,-1.846996177190627,-1.0849613034565766,-0.09534783849605591,-1.8104457043583122,-1.4601335298517806,0.4210133024605525,-0.25652555734260035,1.3732551416404741,1.0276043614011736,1.7780160768072877,1.503201414030688,1.6734339812709018,2024-01-01 14:15:59,txn_0000142,acct_0053,health,chip,africa,308,14,False,0,102.59130079770935,0,0.0,120.0,0.1538,-0.4581,0.7547362466899513,4.8472313110104785,0
77061,373.7538486168039,1,-0.03561073619009093,-0.6505636204055921,-0.1440276600546764,1.1412108744477232,0.6049933756788733,-0.8659398838322859,1.447058696031102,-0.0019184000090541567,0.24264427132386202,2.31023639061866,0.0859990650052155,2.4995607253655967,0.5012083271142144,0.5935806704674185,0.2984312361750658,-0.16037663594526336,0.40753094257533246,1.5511771328922608,0.662145281490603,0.4598303064648266,1.4577866947114024,-0.5243766669379845,-0.10948090960706738,-0.7461205648984861,-0.35230164671012465,2.1867081609318735,0.17956237377290588,0.4993195683537887,2024-01-01 21:24:21,txn_0000207,acct_0065,electronics,chip,europe,316,21,False,0,102.59130079770935,0,0.0,120.0,0.2162,2.209,3.643133927639497,6.2718102674377745,1
